asset_id,symbol,name_cn,asset_type,subtype,exchange_code,exchange_name,country,currency,contract_month_rule,contract_rule_code,contract_rule_desc_cn,contract_rule_params,listed_contract_count_rule,expiry_rule,expiry_rule_code,last_trading_day_rule,delivery_day_rule,exercise_rule,exercise_type,settlement_type,contract_multiplier,contract_unit,tick_size,quote_unit,price_limit_rule,margin_rule,trading_hours,night_trading,position_limit_rule,delivery_rule,rule_parseable,data_source_1,data_source_2,data_source_3,source_status,update_date,notes,underlying_asset_id,underlying_symbol,underlying_group
OPT_GFEX_PS,PS,多晶硅期权,OPTION,COMMODITY_OPTION,GFEX,广州期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,3.0,3.0,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_GFEX_PS,PS,POLYSILICON
OPT_GFEX_PT,PT,铂期权,OPTION,COMMODITY_OPTION,GFEX,广州期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,1000.0,1000.0,0.05,人民币元/克,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_GFEX_PT,PT,PLATINUM
OPT_GFEX_SI,SI,工业硅期权,OPTION,COMMODITY_OPTION,GFEX,广州期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,1.0,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_GFEX_SI,SI,INDUSTRIAL_SILICON
OPT_INE_BC,BC,国际铜期权,OPTION,COMMODITY_OPTION,INE,上海国际能源交易中心,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,2,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_INE_BC,BC,COPPER
OPT_INE_NR,NR,号胶期权,OPTION,COMMODITY_OPTION,INE,上海国际能源交易中心,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_INE_NR,NR,NATURAL_RUBBER
OPT_INE_SC,SC,原油期权,OPTION,COMMODITY_OPTION,INE,上海国际能源交易中心,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,1000.0,1000.0,0.05,人民币元/桶,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_INE_SC,SC,CRUDE_OIL
OPT_SHFE_AD,AD,铸造铝合金期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_AD,AD,CAST_ALUMINUM_ALLOY
OPT_SHFE_AG,AG,白银期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,15.0,15.0,0.5,人民币元/千克,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_AG,AG,SILVER
OPT_SHFE_AL,AL,铝期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_AL,AL,ALUMINUM
OPT_SHFE_AO,AO,氧化铝期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,20.0,20.0,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_AO,AO,ALUMINA
OPT_SHFE_AU,AU,黄金期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,1000.0,1000.0,0.02,人民币元/克,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_AU,AU,GOLD
OPT_SHFE_BR,BR,丁二烯橡胶期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_BR,BR,BUTADIENE_RUBBER
OPT_SHFE_BU,BU,石油沥青期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_BU,BU,BITUMEN
OPT_SHFE_CU,CU,铜期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,2,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_CU,CU,COPPER
OPT_SHFE_FU,FU,燃料油期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_FU,FU,FUEL_OIL
OPT_SHFE_NI,NI,镍期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,1.0,1.0,2,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_NI,NI,NICKEL
