asset_id,symbol,name_cn,asset_type,subtype,exchange_code,exchange_name,country,currency,contract_month_rule,contract_rule_code,contract_rule_desc_cn,contract_rule_params,listed_contract_count_rule,expiry_rule,expiry_rule_code,last_trading_day_rule,delivery_day_rule,exercise_rule,exercise_type,settlement_type,contract_multiplier,contract_unit,tick_size,quote_unit,price_limit_rule,margin_rule,trading_hours,night_trading,position_limit_rule,delivery_rule,rule_parseable,data_source_1,data_source_2,data_source_3,source_status,update_date,notes,underlying_asset_id,underlying_symbol,underlying_group
OPT_SHFE_OP,OP,双胶纸期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,40.0,40.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_OP,OP,OFFSET_PAPER
OPT_SHFE_PB,PB,铅期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_PB,PB,LEAD
OPT_SHFE_RB,RB,螺纹钢期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,0.5,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_RB,RB,REBAR
OPT_SHFE_RU,RU,天然橡胶期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_RU,RU,NATURAL_RUBBER
OPT_SHFE_SN,SN,锡期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,1.0,1.0,2,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_SN,SN,TIN
OPT_SHFE_SP,SP,纸浆期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10.0,10.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_SP,SP,PULP
OPT_SHFE_ZN,ZN,锌期权,OPTION,COMMODITY_OPTION,SHFE,上海期货交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,美式,CHECK_NEED_EXCHANGE_RULE_REVIEW,5.0,5.0,1,人民币元/吨,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,FUT_SHFE_ZN,ZN,ZINC
OPT_SSE_510050,510050,510050ETF期权,OPTION,ETF_OPTION,SSE,上海证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,510050,SSE50
OPT_SSE_510300,510300,510300ETF期权,OPTION,ETF_OPTION,SSE,上海证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,510300,CSI300
OPT_SSE_510500,510500,510500ETF期权,OPTION,ETF_OPTION,SSE,上海证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,510500,CSI500
OPT_SSE_588000,588000,588000ETF期权,OPTION,ETF_OPTION,SSE,上海证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,588000,STAR50
OPT_SSE_588080,588080,588080ETF期权,OPTION,ETF_OPTION,SSE,上海证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,588080,STAR50
OPT_SZSE_159901,159901,159901ETF期权,OPTION,ETF_OPTION,SZSE,深圳证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,159901,SZSE100
OPT_SZSE_159915,159915,159915ETF期权,OPTION,ETF_OPTION,SZSE,深圳证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,159915,CHINEXT
OPT_SZSE_159919,159919,159919ETF期权,OPTION,ETF_OPTION,SZSE,深圳证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,159919,CSI300
OPT_SZSE_159922,159922,159922ETF期权,OPTION,ETF_OPTION,SZSE,深圳证券交易所,CN,CNY,OBSERVED_EXPIRY_MONTHS_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_EXPIRY_MONTHS_AVAILABLE,OBSERVED_MATURITY_DATES_AVAILABLE,CHECK_NEED_EXCHANGE_RULE_REVIEW,OBSERVED_DELIST_OR_LAST_TRADE_DATES_AVAILABLE,NA_NOT_APPLICABLE_OR_CHECK_BY_EXCHANGE,OBSERVED_LAST_EXERCISE_DATES_AVAILABLE,欧式,CHECK_NEED_EXCHANGE_RULE_REVIEW,10000.0,10000.0,0.0001,人民币元,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_NEED_EXCHANGE_RULE_REVIEW,CHECK_DYNAMIC_BY_EXCHANGE_NOTICE,CHECK_NEED_EXCHANGE_RULE_REVIEW,Y,Tushare,AKShare,TqSdk,OPTION_RULE_TUSHARE_PRIMARY_NEED_REVIEW,2026-05-22,基于 Tushare opt_basic 自动生成期权规则草稿；正式到期日规则、挂牌合约数量规则、行权规则需交易所规则复核。,CHECK_WAIT_ETF_MASTER,159922,CSI500
