chain_id,industry_name,chain_segment,asset_id_a,asset_id_b,symbol_a,symbol_b,name_a,name_b,asset_type_a,asset_type_b,exchange_a,exchange_b,underlying_group_a,underlying_group_b,relation_direction,relation_type,relation_strength,strategy_type,mapping_confidence,tradable_check,direction_supported,long_short_note,data_source,source_status,notes
CHAIN_ENERGY_CHEM_011,能源化工,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_EG,FUT_CZCE_PF,EG,PF,乙二醇,短纤,FUTURE,FUTURE,DCE,CZCE,ETHYLENE_GLYCOL,POLYESTER_STAPLE_FIBER,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,ETHYLENE_GLYCOL -> POLYESTER_STAPLE_FIBER 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_ENERGY_CHEM_012,能源化工,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_EB,FUT_DCE_BZ,EB,BZ,苯乙烯,纯苯,FUTURE,FUTURE,DCE,DCE,STYRENE,BENZENE,A_TO_B,COST_DRIVEN,MEDIUM,CROSS_PRODUCT_ARBITRAGE,MEDIUM,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,STYRENE -> BENZENE 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_ENERGY_CHEM_013,能源化工,UPSTREAM_TO_DOWNSTREAM,FUT_CZCE_MA,FUT_DCE_PP,MA,PP,甲醇,聚丙烯,FUTURE,FUTURE,CZCE,DCE,METHANOL,POLYPROPYLENE,A_TO_B,COST_DRIVEN,MEDIUM,CROSS_PRODUCT_ARBITRAGE,MEDIUM,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,METHANOL -> POLYPROPYLENE 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_ENERGY_CHEM_014,能源化工,UPSTREAM_TO_DOWNSTREAM,FUT_CZCE_SA,FUT_CZCE_FG,SA,FG,纯碱,玻璃,FUTURE,FUTURE,CZCE,CZCE,SODA_ASH,GLASS,A_TO_B,COST_DRIVEN,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,SODA_ASH -> GLASS 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_ENERGY_CHEM_015,能源化工,RELATED,FUT_CZCE_SH,FUT_DCE_V,SH,V,烧碱,PVC,FUTURE,FUTURE,CZCE,DCE,CAUSTIC_SODA,PVC,BIDIRECTIONAL,SAME_SECTOR_RELATED,MEDIUM,SPREAD_RELATED,MEDIUM,BOTH_TRADABLE,BIDIRECTIONAL,CAUSTIC_SODA 与 PVC 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_ENERGY_CHEM_016,能源化工,UPSTREAM_TO_DOWNSTREAM,FUT_SHFE_SP,FUT_SHFE_OP,SP,OP,纸浆,双胶纸,FUTURE,FUTURE,SHFE,SHFE,PULP,OFFSET_PAPER,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,PULP -> OFFSET_PAPER 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_001,油脂油料,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_A,FUT_DCE_M,A,M,豆一,豆粕,FUTURE,FUTURE,DCE,DCE,SOYBEAN,SOYBEAN_MEAL,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,SOYBEAN -> SOYBEAN_MEAL 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_002,油脂油料,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_A,FUT_DCE_Y,A,Y,豆一,豆油,FUTURE,FUTURE,DCE,DCE,SOYBEAN,SOYBEAN_OIL,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,SOYBEAN -> SOYBEAN_OIL 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_003,油脂油料,UPSTREAM_TO_DOWNSTREAM,FUT_CZCE_RS,FUT_CZCE_RM,RS,RM,菜籽,菜粕,FUTURE,FUTURE,CZCE,CZCE,RAPESEED,RAPESEED_MEAL,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,RAPESEED -> RAPESEED_MEAL 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_004,油脂油料,UPSTREAM_TO_DOWNSTREAM,FUT_CZCE_RS,FUT_CZCE_OI,RS,OI,菜籽,菜油,FUTURE,FUTURE,CZCE,CZCE,RAPESEED,RAPESEED_OIL,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,RAPESEED -> RAPESEED_OIL 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_005,油脂油料,SUBSTITUTE,FUT_DCE_Y,FUT_DCE_P,Y,P,豆油,棕榈油,FUTURE,FUTURE,DCE,DCE,SOYBEAN_OIL,PALM_OIL,BIDIRECTIONAL,SUBSTITUTE,HIGH,PAIR_TRADING,HIGH,BOTH_TRADABLE,BIDIRECTIONAL,SOYBEAN_OIL 与 PALM_OIL 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_006,油脂油料,SUBSTITUTE,FUT_DCE_M,FUT_CZCE_RM,M,RM,豆粕,菜粕,FUTURE,FUTURE,DCE,CZCE,SOYBEAN_MEAL,RAPESEED_MEAL,BIDIRECTIONAL,SUBSTITUTE,HIGH,PAIR_TRADING,HIGH,BOTH_TRADABLE,BIDIRECTIONAL,SOYBEAN_MEAL 与 RAPESEED_MEAL 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_007,油脂油料,SUBSTITUTE,FUT_DCE_Y,FUT_CZCE_OI,Y,OI,豆油,菜油,FUTURE,FUTURE,DCE,CZCE,SOYBEAN_OIL,RAPESEED_OIL,BIDIRECTIONAL,SUBSTITUTE,HIGH,PAIR_TRADING,HIGH,BOTH_TRADABLE,BIDIRECTIONAL,SOYBEAN_OIL 与 RAPESEED_OIL 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_OILSEED_008,油脂油料,SUBSTITUTE,FUT_CZCE_PK,FUT_DCE_Y,PK,Y,花生,豆油,FUTURE,FUTURE,CZCE,DCE,PEANUT,SOYBEAN_OIL,BIDIRECTIONAL,SUBSTITUTE,MEDIUM,PAIR_TRADING,MEDIUM,BOTH_TRADABLE,BIDIRECTIONAL,PEANUT 与 SOYBEAN_OIL 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_001,农产品,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_C,FUT_DCE_CS,C,CS,玉米,玉米淀粉,FUTURE,FUTURE,DCE,DCE,CORN,CORN_STARCH,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,CORN -> CORN_STARCH 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_002,农产品,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_C,FUT_DCE_LH,C,LH,玉米,生猪,FUTURE,FUTURE,DCE,DCE,CORN,LIVE_HOG,A_TO_B,COST_DRIVEN,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,CORN -> LIVE_HOG 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_003,农产品,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_C,FUT_DCE_JD,C,JD,玉米,鸡蛋,FUTURE,FUTURE,DCE,DCE,CORN,EGG,A_TO_B,COST_DRIVEN,MEDIUM,CROSS_PRODUCT_ARBITRAGE,MEDIUM,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,CORN -> EGG 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_004,农产品,UPSTREAM_TO_DOWNSTREAM,FUT_CZCE_CF,FUT_CZCE_CY,CF,CY,郑棉,棉纱,FUTURE,FUTURE,CZCE,CZCE,COTTON,COTTON_YARN,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,COTTON -> COTTON_YARN 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_005,农产品,RELATED,FUT_CZCE_SR,FUT_CZCE_AP,SR,AP,白糖,苹果,FUTURE,FUTURE,CZCE,CZCE,SUGAR,APPLE,BIDIRECTIONAL,DEMAND_LINKED,LOW,SPREAD_RELATED,LOW,BOTH_TRADABLE,BIDIRECTIONAL,SUGAR 与 APPLE 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_006,农产品,SUBSTITUTE,FUT_CZCE_JR,FUT_CZCE_ER,JR,ER,粳稻,早籼稻,FUTURE,FUTURE,CZCE,CZCE,JAPONICA_RICE,EARLY_INDICA_RICE,BIDIRECTIONAL,SUBSTITUTE,MEDIUM,PAIR_TRADING,MEDIUM,BOTH_TRADABLE,BIDIRECTIONAL,JAPONICA_RICE 与 EARLY_INDICA_RICE 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_007,农产品,SUBSTITUTE,FUT_CZCE_ER,FUT_CZCE_LR,ER,LR,早籼稻,晚籼稻,FUTURE,FUTURE,CZCE,CZCE,EARLY_INDICA_RICE,LATE_INDICA_RICE,BIDIRECTIONAL,SUBSTITUTE,MEDIUM,PAIR_TRADING,MEDIUM,BOTH_TRADABLE,BIDIRECTIONAL,EARLY_INDICA_RICE 与 LATE_INDICA_RICE 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_008,农产品,SUBSTITUTE,FUT_CZCE_PM,FUT_CZCE_WH,PM,WH,普麦,强麦,FUTURE,FUTURE,CZCE,CZCE,COMMON_WHEAT,STRONG_WHEAT,BIDIRECTIONAL,SUBSTITUTE,MEDIUM,PAIR_TRADING,MEDIUM,BOTH_TRADABLE,BIDIRECTIONAL,COMMON_WHEAT 与 STRONG_WHEAT 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_AGRI_009,农产品,SUBSTITUTE,FUT_CZCE_WH,FUT_CZCE_WT,WH,WT,强麦,硬麦,FUTURE,FUTURE,CZCE,CZCE,STRONG_WHEAT,HARD_WHEAT,BIDIRECTIONAL,SUBSTITUTE,MEDIUM,PAIR_TRADING,MEDIUM,BOTH_TRADABLE,BIDIRECTIONAL,STRONG_WHEAT 与 HARD_WHEAT 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_NEW_ENERGY_001,新能源,UPSTREAM_TO_DOWNSTREAM,FUT_GFEX_SI,FUT_GFEX_PS,SI,PS,工业硅,多晶硅,FUTURE,FUTURE,GFEX,GFEX,INDUSTRIAL_SILICON,POLYSILICON,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,INDUSTRIAL_SILICON -> POLYSILICON 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_NEW_ENERGY_002,新能源,RELATED,FUT_GFEX_LC,FUT_GFEX_SI,LC,SI,碳酸锂,工业硅,FUTURE,FUTURE,GFEX,GFEX,LITHIUM_CARBONATE,INDUSTRIAL_SILICON,BIDIRECTIONAL,SAME_SECTOR_RELATED,LOW,SPREAD_RELATED,LOW,BOTH_TRADABLE,BIDIRECTIONAL,LITHIUM_CARBONATE 与 INDUSTRIAL_SILICON 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_BUILDING_001,建材,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_LG,FUT_DCE_BB,LG,BB,原木,胶合板,FUTURE,FUTURE,DCE,DCE,LOG,PLYWOOD,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,LOG -> PLYWOOD 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_BUILDING_002,建材,UPSTREAM_TO_DOWNSTREAM,FUT_DCE_LG,FUT_DCE_FB,LG,FB,原木,纤维板,FUTURE,FUTURE,DCE,DCE,LOG,FIBERBOARD,A_TO_B,UPSTREAM_DOWNSTREAM,HIGH,CROSS_PRODUCT_ARBITRAGE,HIGH,BOTH_TRADABLE,A_TO_B_CHAIN_DIRECTION,LOG -> FIBERBOARD 为产业链方向，价差交易需结合成本传导和库存周期确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_BUILDING_003,建材,RELATED,FUT_CZCE_FG,FUT_SHFE_RB,FG,RB,玻璃,螺纹钢,FUTURE,FUTURE,CZCE,SHFE,GLASS,REBAR,BIDIRECTIONAL,DEMAND_LINKED,LOW,SPREAD_RELATED,LOW,BOTH_TRADABLE,BIDIRECTIONAL,GLASS 与 REBAR 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
CHAIN_BUILDING_004,建材,RELATED,FUT_CZCE_FG,FUT_SHFE_HC,FG,HC,玻璃,热轧卷板,FUTURE,FUTURE,CZCE,SHFE,GLASS,HOT_ROLLED_COIL,BIDIRECTIONAL,DEMAND_LINKED,LOW,SPREAD_RELATED,LOW,BOTH_TRADABLE,BIDIRECTIONAL,GLASS 与 HOT_ROLLED_COIL 为双向相关品种，套利方向需结合价差、库存和期限结构确认。,STEP6_BUILT_IN_INDUSTRY_CHAIN_RULES,INDUSTRY_CHAIN_MAPPING_CANDIDATE_NEED_REVIEW,基于 Step 5 fixed underlying_group 和内置产业链关系生成，非套利计算结果。
